id;vorname;nachname;aktiv;geschlecht;tel;email;alter;strasse;hausnr;stadt;plz;verein1;verein2;verein3;mitglnr;name;geburtstag;adresse1;adresse2;adresse3;adresse4;vereinsnr;position;name_kopie;nr;aktivesMitglied;geburstdatum;str;haus;mitgliedVereinA;mitgliedVereinB
;;;;maennlich;;;;;;;;;;;18.0;Nancy Bennett;1997-03-20;Luhi Way;61.0;Bojafjit;3342.0;64.0;trainer;Nancy Bennett;;;;;;;
;;;;maennlich;;;;;;;;;;;19.0;Tommy Mitchell;1977-04-17;Azote Lane;48.0;Aswuemo;87623.0;99.0;mitglied;Tommy Mitchell;;;;;;;
;;;;m;;;;;;;;;;;20.0;Calvin Webb;1962-06-22;Nonon Circle;34.0;Zizaoz;75115.0;89.0;mitglied;Calvin Webb;;;;;;;
;;;;m;;;;;;;;;;;21.0;Lee Cooper;1969-11-18;Taha Mill;63.0;Tiuputuf;28177.0;27.0;schriftfuehrer;Lee Cooper;;;;;;;
;;;;;;;;;;;;;;;22.0;Leah Schmidt;1988-10-06;Wanaf Trail;26.0;Coinze;99512.0;39.0;schriftfuehrer;Leah Schmidt;;;;;;;
;;;;m;;;;;;;;;;;23.0;Ethel Greene;1976-10-30;Jojpi Way;54.0;Riucuzo;10261.0;25.0;vorstand;Ethel Greene;;;;;;;
;;;;m;;;;;;;;;;;24.0;Katherine Fox;2002-07-14;Deasa Pass;35.0;Lagetco;95222.0;68.0;mitglied;Katherine Fox;;;;;;;
;;;;m;;;;;;;;;;;25.0;Rachel Romero;1978-09-28;Norit Road;40.0;Katogicu;94130.0;52.0;trainer;Rachel Romero;;;;;;;
;;;;w;;;;;;;;;;;26.0;Mable Carter;2002-03-20;Borabu Heights;30.0;Nencoaju;4475.0;16.0;mitglied;Mable Carter;;;;;;;
;;;;;;;;;;;;;;;27.0;Troy Steele;1976-06-29;Apogi Trail;47.0;Hifetut;97991.0;30.0;schriftfuehrer;Troy Steele;;;;;;;
;;;;;;;;;;;;;;;28.0;Norman Ross;1977-07-21;Uvmaw Extension;53.0;Bonahni;17908.0;78.0;vorstand;Norman Ross;;;;;;;
;;;;w;;;;;;;;;;;29.0;Eddie Stevens;1989-01-15;Fedfo Place;64.0;Topmirse;26043.0;40.0;mitglied;Eddie Stevens;;;;;;;
;;;;w;;;;;;;;;;;30.0;Bradley Ruiz;2003-08-24;Titha Highway;25.0;Peawemuj;58157.0;55.0;schriftfuehrer;Bradley Ruiz;;;;;;;
;;;;weiblich;;;;;;;;;;;31.0;Helena Vasquez;1983-02-15;Azni Pass;45.0;Kiwucec;2668.0;76.0;trainer;Helena Vasquez;;;;;;;
;;;;;;;;;;;;;;;32.0;Flora Morton;1962-08-24;Urius Path;54.0;Gidukupug;27787.0;82.0;vorstand;Flora Morton;;;;;;;
;;;;;;;;;;;;;;;33.0;Jeffery Harvey;1967-09-28;Emuib River;55.0;Awepimhom;99142.0;85.0;schriftfuehrer;Jeffery Harvey;;;;;;;
;;;;m;;;;;;;;;;;34.0;Millie Watkins;1959-07-02;Nake Heights;49.0;Ganwiize;7119.0;14.0;mitglied;Millie Watkins;;;;;;;
;;;;;;;;;;;;;;;35.0;Sue Hopkins;2005-10-27;Kuhno Extension;32.0;Winciset;31246.0;64.0;vorstand;Sue Hopkins;;;;;;;
;;;;weiblich;;;;;;;;;;;36.0;Marguerite Sims;1998-12-07;Harac Plaza;46.0;Sednadi;31789.0;93.0;schriftfuehrer;Marguerite Sims;;;;;;;
;;;;m;;;;;;;;;;;37.0;Hettie McKenzie;1978-11-26;Fibod Pass;31.0;Peutca;10061.0;63.0;mitglied;Hettie McKenzie;;;;;;;
;;;;m;;;;;;;;;;;38.0;Mildred Bryan;1999-05-19;Dagje Parkway;38.0;Hotehba;51283.0;42.0;vorstand;Mildred Bryan;;;;;;;
;;;;m;;;;;;;;;;;39.0;Effie Estrada;1991-12-02;Ewapoh Pass;40.0;Hewhuju;60712.0;7.0;mitglied;Effie Estrada;;;;;;;
;;;;;;;;;;;;;;;40.0;Edward Campbell;2000-10-20;Fegtem Parkway;50.0;Gamlecdav;88688.0;49.0;schriftfuehrer;Edward Campbell;;;;;;;
;;;;w;;;;;;;;;;;41.0;Isaac Garner;1999-12-06;Cubwi Court;35.0;Sesgena;6887.0;15.0;schriftfuehrer;Isaac Garner;;;;;;;
;;;;w;;;;;;;;;;;42.0;Steven Walker;1973-07-02;Mouto Grove;43.0;Ehmanre;17402.0;98.0;schriftfuehrer;Steven Walker;;;;;;;
;;;;maennlich;;;;;;;;;;;43.0;Eddie Murray;1998-03-31;Biopa Boulevard;26.0;Dajahkes;71849.0;49.0;schriftfuehrer;Eddie Murray;;;;;;;
;;;;w;;;;;;;;;;;44.0;Ruby Howell;1989-05-23;Zehbu Court;25.0;Jodmuzi;20670.0;96.0;mitglied;Ruby Howell;;;;;;;
;;;;weiblich;;;;;;;;;;;45.0;Sara Hines;1968-12-19;Ujiwad Parkway;22.0;Hoizwu;26196.0;43.0;schriftfuehrer;Sara Hines;;;;;;;
;;;;;;;;;;;;;;;46.0;Ethel Colon;1977-07-19;Gewan Boulevard;28.0;Anokire;84914.0;9.0;schriftfuehrer;Ethel Colon;;;;;;;
;;;;w;;;;;;;;;;;47.0;Luella Frazier;1990-05-08;Gazej Extension;21.0;Deprujkej;55818.0;4.0;trainer;Luella Frazier;;;;;;;
;;;;maennlich;;;;;;;;;;;48.0;Mae Goodman;1982-02-10;Veum Court;37.0;Rakjukaz;99261.0;89.0;schriftfuehrer;Mae Goodman;;;;;;;
;;;;maennlich;;;;;;;;;;;49.0;Della Fisher;1996-01-24;Wakri Highway;52.0;Wawususap;9645.0;92.0;trainer;Della Fisher;;;;;;;
;;;;;;;;;;;;;;;50.0;Lenora Townsend;1986-02-17;Diba Place;33.0;Kosezuh;3373.0;82.0;mitglied;Lenora Townsend;;;;;;;
;;;;;;;;;;;;;;;51.0;Laura Watts;1963-06-06;Vota Square;46.0;Mopvumil;52343.0;42.0;vorstand;Laura Watts;;;;;;;
;;;;maennlich;;;;;;;;;;;52.0;Bruce Vega;1961-11-23;Bonim Park;53.0;Lapugeg;47122.0;57.0;mitglied;Bruce Vega;;;;;;;
;;;;w;;;;;;;;;;;53.0;Betty Young;1967-01-20;Hoglek Heights;60.0;Pejilesi;92861.0;7.0;mitglied;Betty Young;;;;;;;
;;;;m;;;;;;;;;;;54.0;Garrett Wise;1995-11-30;Izuju Heights;56.0;Radupbuc;21886.0;6.0;vorstand;Garrett Wise;;;;;;;
;;;;;;;;;;;;;;;55.0;Keith Hansen;1967-03-04;Wuno Key;33.0;Puradug;49380.0;17.0;mitglied;Keith Hansen;;;;;;;
;;;;m;;;;;;;;;;;56.0;Louis Sanchez;1987-04-17;Gevhuc Place;54.0;Kampozruv;30965.0;47.0;schriftfuehrer;Louis Sanchez;;;;;;;
;;;;w;;;;;;;;;;;57.0;Brett Green;1992-07-31;Nife Key;37.0;Zihwuju;70655.0;91.0;trainer;Brett Green;;;;;;;
;;;;weiblich;;;;;;;;;;;58.0;Janie Little;1974-06-16;Woke Path;24.0;Vapomac;6348.0;49.0;schriftfuehrer;Janie Little;;;;;;;
;;;;m;;;;;;;;;;;59.0;Lewis Bryant;1985-09-25;Metlim Extension;24.0;Luwafon;61072.0;23.0;vorstand;Lewis Bryant;;;;;;;
;;;;;;;;;;;;;;;60.0;Danny Barrett;1993-03-08;Gujrun Heights;18.0;Luhnoptuz;3633.0;48.0;mitglied;Danny Barrett;;;;;;;
;;;;w;;;;;;;;;;;61.0;Addie Burton;1967-02-21;Emahoh River;18.0;Wolpujez;88384.0;18.0;vorstand;Addie Burton;;;;;;;
;;;;m;;;;;;;;;;;62.0;Dorothy Allison;1988-07-11;Dawi Center;32.0;Felepuf;17750.0;33.0;trainer;Dorothy Allison;;;;;;;
;;;;;;;;;;;;;;;63.0;Augusta Martin;1978-03-12;Rocto Avenue;53.0;Ragliju;25472.0;4.0;vorstand;Augusta Martin;;;;;;;
;;;;weiblich;;;;;;;;;;;64.0;Alfred Hunt;1974-11-20;Celda Place;29.0;Ecagiun;2623.0;22.0;schriftfuehrer;Alfred Hunt;;;;;;;
;;;;weiblich;;;;;;;;;;;65.0;Earl Harris;1965-12-01;Jewus Point;51.0;Abgolceb;63355.0;0.0;vorstand;Earl Harris;;;;;;;
;;;;w;;;;;;;;;;;66.0;Lloyd Abbott;1986-01-10;Diklem Road;23.0;Buzihdos;91199.0;55.0;trainer;Lloyd Abbott;;;;;;;
;;;;maennlich;;;;;;;;;;;67.0;Isabelle King;1975-05-19;Tapuk Road;54.0;Etbozo;38644.0;60.0;schriftfuehrer;Isabelle King;;;;;;;
;;;;maennlich;;;;;;;;;;;68.0;Vincent Gill;1997-07-17;Ezoev Boulevard;49.0;Nostafrow;36006.0;6.0;trainer;Vincent Gill;;;;;;;
;;;;w;;;;;;;;;;;69.0;Nathaniel Osborne;1968-10-09;Nujnim River;19.0;Lapdojis;45098.0;40.0;vorstand;Nathaniel Osborne;;;;;;;
;;;;;;;;;;;;;;;70.0;Pearl Holmes;1971-08-22;Tawe Mill;65.0;Zulawfu;49926.0;47.0;schriftfuehrer;Pearl Holmes;;;;;;;
;;;;w;;;;;;;;;;;71.0;Andrew Hunt;1978-09-15;Bagpes Junction;24.0;Asitowbol;34418.0;83.0;mitglied;Andrew Hunt;;;;;;;
;;;;weiblich;;;;;;;;;;;72.0;Jerome Schultz;1994-04-13;Mefi Point;30.0;Lislebu;69464.0;58.0;mitglied;Jerome Schultz;;;;;;;
;;;;;;;;;;;;;;;73.0;Mario Ramos;1984-12-22;Ujcur Street;49.0;Dakvobo;71897.0;69.0;trainer;Mario Ramos;;;;;;;
;;;;;;;;;;;;;;;74.0;Myrtie Newton;1970-01-29;Potamo Center;32.0;Badise;49354.0;84.0;trainer;Myrtie Newton;;;;;;;
;;;;;;;;;;;;;;;75.0;Jeremiah Ramos;1969-01-19;Nofu Loop;31.0;Lurkefow;85188.0;73.0;trainer;Jeremiah Ramos;;;;;;;
;;;;maennlich;;;;;;;;;;;76.0;Lloyd Peters;1966-04-28;Givev Court;52.0;Zuwcuco;49102.0;54.0;mitglied;Lloyd Peters;;;;;;;
;;;;m;;;;;;;;;;;77.0;Alberta Burton;1973-05-23;Saja Way;57.0;Bobcigul;80032.0;17.0;trainer;Alberta Burton;;;;;;;
;;;;m;;;;;;;;;;;78.0;Esther Armstrong;1982-11-21;Jegude Glen;21.0;Umwoku;83720.0;24.0;mitglied;Esther Armstrong;;;;;;;
;;;;weiblich;;;;;;;;;;;79.0;Victor Matthews;1999-05-12;Beire View;34.0;Gitmibvih;89644.0;17.0;mitglied;Victor Matthews;;;;;;;
;;;;w;;;;;;;;;;;80.0;Olive Abbott;1977-05-17;Vogen Highway;52.0;Ekiibzif;42592.0;96.0;trainer;Olive Abbott;;;;;;;
;;;;;;;;;;;;;;;81.0;Agnes Smith;1991-08-14;Bese Mill;45.0;Izuibla;29133.0;88.0;schriftfuehrer;Agnes Smith;;;;;;;
;;;;w;;;;;;;;;;;82.0;Theresa Price;1989-02-17;Befso Lane;24.0;Zintarlub;64051.0;58.0;schriftfuehrer;Theresa Price;;;;;;;
;;;;maennlich;;;;;;;;;;;83.0;Tom Chapman;1971-06-01;Birre Circle;58.0;Irobuve;11246.0;39.0;trainer;Tom Chapman;;;;;;;
;;;;m;;;;;;;;;;;84.0;Blake Wheeler;1992-06-06;Netje Court;33.0;Toucuar;96179.0;93.0;trainer;Blake Wheeler;;;;;;;
;;;;weiblich;;;;;;;;;;;85.0;Helena Jones;1992-07-15;Geov Court;61.0;Pozmebuk;54416.0;64.0;schriftfuehrer;Helena Jones;;;;;;;
;;;;;;;;;;;;;;;86.0;Hallie Shaw;1994-01-07;Soudu Grove;45.0;Raszeke;17160.0;30.0;trainer;Hallie Shaw;;;;;;;
;;;;;;;;;;;;;;;87.0;Howard White;1977-08-28;Ucdis Park;19.0;Eweesvof;78304.0;88.0;vorstand;Howard White;;;;;;;
;;;;weiblich;;;;;;;;;;;88.0;Katie Tyler;1979-04-10;Lara Park;31.0;Patopem;14369.0;100.0;vorstand;Katie Tyler;;;;;;;
;;;;maennlich;;;;;;;;;;;89.0;Austin Estrada;1980-06-01;Biwa Trail;46.0;Tilomduc;39353.0;54.0;mitglied;Austin Estrada;;;;;;;
;;;;w;;;;;;;;;;;90.0;Edgar Johnston;1986-10-18;Zenek Road;43.0;Pipufha;39253.0;14.0;schriftfuehrer;Edgar Johnston;;;;;;;
;;;;weiblich;;;;;;;;;;;91.0;Mittie Parker;1987-10-11;Pinniz Ridge;24.0;Rehotip;24730.0;48.0;trainer;Mittie Parker;;;;;;;
;;;;maennlich;;;;;;;;;;;92.0;Rose Peters;2001-10-18;Kubce Ridge;65.0;Gegiko;73956.0;20.0;trainer;Rose Peters;;;;;;;
;;;;;;;;;;;;;;;93.0;Helena Howard;1965-01-02;Rina Pass;34.0;Sojasa;23327.0;64.0;vorstand;Helena Howard;;;;;;;
;;;;w;;;;;;;;;;;94.0;Phillip Watkins;1958-04-03;Hefu Park;41.0;Ajnoze;35643.0;83.0;schriftfuehrer;Phillip Watkins;;;;;;;
;;;;w;;;;;;;;;;;95.0;Leroy Murphy;1968-07-05;Ijjac Path;43.0;Abruzsi;79522.0;71.0;schriftfuehrer;Leroy Murphy;;;;;;;
;;;;weiblich;;;;;;;;;;;96.0;Logan Peters;1999-12-25;Hufus Manor;44.0;Ozvitej;40350.0;92.0;schriftfuehrer;Logan Peters;;;;;;;
;;;;weiblich;;;;;;;;;;;97.0;Lucile Russell;1978-08-25;Arzu Extension;61.0;Naveccu;85450.0;34.0;trainer;Lucile Russell;;;;;;;
;;;;;;;;;;;;;;;98.0;Irene Sims;1986-03-28;Giti Grove;21.0;Rewducez;27475.0;55.0;schriftfuehrer;Irene Sims;;;;;;;
;;;;maennlich;;;;;;;;;;;99.0;Garrett Coleman;1985-11-24;Vafuk Place;20.0;Wehsorseb;77048.0;11.0;vorstand;Garrett Coleman;;;;;;;
;;;;;;;;;;;;;;;100.0;Lettie Ballard;1982-03-25;Kiveh Court;61.0;Gefimugib;14127.0;62.0;schriftfuehrer;Lettie Ballard;;;;;;;
;;;;maennlich;;;;;;;;;;;101.0;Frances Brady;1973-07-25;Gewwa View;44.0;Voruhor;73597.0;55.0;mitglied;Frances Brady;;;;;;;
;;;;w;;;;;;;;;;;102.0;Bernice Smith;1987-02-22;Niem Mill;50.0;Imezoik;57507.0;41.0;vorstand;Bernice Smith;;;;;;;
;;;;maennlich;;;;;;;;;;;103.0;Dean Chambers;2003-04-25;Tawe River;33.0;Tesmuncab;87483.0;13.0;schriftfuehrer;Dean Chambers;;;;;;;
;;;;weiblich;;;;;;;;;;;104.0;Essie Fowler;1986-09-03;Jiez Place;56.0;Nagafad;81201.0;42.0;schriftfuehrer;Essie Fowler;;;;;;;
;;;;maennlich;;;;;;;;;;;105.0;Brandon McGee;2000-04-17;Pinok Center;48.0;Jefniwup;66271.0;24.0;mitglied;Brandon McGee;;;;;;;
;;;;maennlich;;;;;;;;;;;106.0;Maud Hanson;1984-05-27;Cibi Mill;27.0;Visdosip;22182.0;82.0;schriftfuehrer;Maud Hanson;;;;;;;
;;;;weiblich;;;;;;;;;;;107.0;Albert Kim;1979-06-09;Lizji Parkway;48.0;Bagkohnu;80954.0;35.0;vorstand;Albert Kim;;;;;;;
;;;;;;;;;;;;;;;108.0;Roger Singleton;1993-07-23;Wiev Drive;58.0;Ifoaleiza;28828.0;10.0;trainer;Roger Singleton;;;;;;;
;;;;w;;;;;;;;;;;109.0;Viola Todd;1958-05-29;Hupzu Circle;64.0;Vezofuv;;37.0;trainer;Viola Todd;;;;;;;
;;;;weiblich;;;;;;;;;;;110.0;Daniel Morgan;1972-08-27;Tuko Avenue;40.0;Caglifve;50540.0;2.0;schriftfuehrer;Daniel Morgan;;;;;;;
;;;;m;;;;;;;;;;;111.0;Cora Joseph;1996-05-11;Gurzij Highway;52.0;Kuogilun;91996.0;47.0;trainer;Cora Joseph;;;;;;;
;;;;w;;;;;;;;;;;112.0;Etta Moran;1996-11-05;Baos Drive;54.0;Findikwo;2379.0;8.0;mitglied;Etta Moran;;;;;;;
;;;;m;;;;;;;;;;;113.0;Sadie Cannon;1963-02-14;Suwu Square;62.0;Ekepeze;88874.0;63.0;mitglied;Sadie Cannon;;;;;;;
;;;;maennlich;;;;;;;;;;;114.0;Frances Williams;1967-10-12;Wiun Turnpike;57.0;Uhcait;92378.0;43.0;vorstand;Frances Williams;;;;;;;
;;;;;;;;;;;;;;;115.0;Derek Gonzalez;1975-12-12;Kibe Ridge;27.0;Fuvubtim;8903.0;44.0;schriftfuehrer;Derek Gonzalez;;;;;;;
;;;;maennlich;;;;;;;;;;;116.0;Alta Reynolds;1982-09-26;Jursu Lane;60.0;Roawdop;92019.0;0.0;vorstand;Alta Reynolds;;;;;;;
;;;;weiblich;;;;;;;;;;;117.0;Benjamin French;1998-04-17;Bodoh Boulevard;25.0;Mazpako;88776.0;67.0;schriftfuehrer;Benjamin French;;;;;;;
;;;;weiblich;;;;;;;;;;;118.0;Leila Gonzalez;1991-06-16;Davne Street;60.0;Buktigam;88717.0;63.0;vorstand;Leila Gonzalez;;;;;;;
;;;;m;;;;;;;;;;;119.0;Danny Crawford;2002-10-26;Wogami Manor;30.0;Gofirsuc;74959.0;17.0;schriftfuehrer;Danny Crawford;;;;;;;
;;;;;;;;;;;;;;;120.0;Jim Norris;2004-07-15;Hini River;52.0;Beberapa;52684.0;26.0;schriftfuehrer;Jim Norris;;;;;;;
;;;;weiblich;;;;;;;;;;;121.0;Mable Allen;1962-07-10;Satnic Court;50.0;Firiligi;35607.0;92.0;mitglied;Mable Allen;;;;;;;
;;;;maennlich;;;;;;;;;;;122.0;Mark Burns;1967-08-11;Biwuji Extension;38.0;Lialafo;57269.0;70.0;mitglied;Mark Burns;;;;;;;
;;;;w;;;;;;;;;;;123.0;Callie Kelley;1997-06-05;Higgo Loop;62.0;Teokabe;93297.0;33.0;trainer;Callie Kelley;;;;;;;
;;;;w;;;;;;;;;;;124.0;Mike Patton;1970-03-11;Maksib Glen;41.0;Fiwikoek;12735.0;21.0;vorstand;Mike Patton;;;;;;;
;;;;weiblich;;;;;;;;;;;125.0;Tom Poole;1981-02-14;Sokiz Grove;24.0;Zaldodos;47775.0;78.0;vorstand;Tom Poole;;;;;;;
;;;;;;;;;;;;;;;126.0;Alta Padilla;1958-04-10;Soget Court;34.0;Jetiwti;43899.0;51.0;vorstand;Alta Padilla;;;;;;;
;;;;m;;;;;;;;;;;127.0;Marian Joseph;1981-07-07;Cirav View;52.0;Jakjugdub;11381.0;27.0;mitglied;Marian Joseph;;;;;;;
;;;;maennlich;;;;;;;;;;;128.0;Elnora Edwards;2001-03-12;Fozan Manor;34.0;Zaszumu;17353.0;11.0;mitglied;Elnora Edwards;;;;;;;
;;;;weiblich;;;;;;;;;;;129.0;Kyle Bell;1968-02-26;Viile Glen;54.0;Toowkuv;4778.0;26.0;mitglied;Kyle Bell;;;;;;;
;;;;m;;;;;;;;;;;130.0;Samuel Little;2002-02-27;Nigoz Boulevard;48.0;Ezbihiv;57056.0;40.0;vorstand;Samuel Little;;;;;;;
;;;;weiblich;;;;;;;;;;;131.0;Alvin Robbins;1983-07-20;Wepe Circle;65.0;Tetecwej;58237.0;55.0;schriftfuehrer;Alvin Robbins;;;;;;;
;;;;m;;;;;;;;;;;132.0;Lucile Santos;1970-12-15;Ekider Key;41.0;Jefjici;10069.0;74.0;vorstand;Lucile Santos;;;;;;;
;;;;w;;;;;;;;;;;133.0;Minnie Sanders;1970-10-12;Kenen Circle;45.0;Inwaot;84585.0;37.0;mitglied;Minnie Sanders;;;;;;;
;;;;maennlich;;;;;;;;;;;134.0;Lee Palmer;1968-11-29;Olikor Highway;41.0;Hapzipsa;86254.0;33.0;mitglied;Lee Palmer;;;;;;;
;;;;maennlich;;;;;;;;;;;135.0;Lola Wong;1983-01-08;Efrid Boulevard;29.0;Zigazis;48862.0;50.0;vorstand;Lola Wong;;;;;;;
;;;;weiblich;;;;;;;;;;;136.0;Roy Coleman;1992-06-14;Filvah Point;48.0;Dogozi;12095.0;50.0;vorstand;Roy Coleman;;;;;;;
;;;;maennlich;;;;;;;;;;;137.0;Allie Potter;1990-11-09;Wiphon Lane;50.0;Teezaise;93598.0;48.0;schriftfuehrer;Allie Potter;;;;;;;
;;;;;;;;;;;;;;;138.0;Cora Mann;1980-05-19;Wafdov Glen;48.0;Giikbih;11845.0;30.0;vorstand;Cora Mann;;;;;;;
;;;;maennlich;;;;;;;;;;;139.0;Lee Crawford;1978-09-13;Radoha Manor;42.0;Heffulu;18372.0;28.0;vorstand;Lee Crawford;;;;;;;
;;;;m;;;;;;;;;;;140.0;Christopher Herrera;1960-01-02;Recci Ridge;30.0;Irhaafu;21576.0;12.0;mitglied;Christopher Herrera;;;;;;;
;;;;;;;;;;;;;;;141.0;Rebecca Cooper;1978-11-21;Leno Place;43.0;Vigsaved;80539.0;68.0;trainer;Rebecca Cooper;;;;;;;
;;;;w;;;;;;;;;;;142.0;Ella Lambert;1976-03-29;Uleeci Avenue;56.0;Jibzuhot;95232.0;21.0;vorstand;Ella Lambert;;;;;;;
;;;;weiblich;;;;;;;;;;;143.0;Adam Fisher;1967-10-24;Ozveg Path;59.0;Peruru;50443.0;44.0;trainer;Adam Fisher;;;;;;;
;;;;maennlich;;;;;;;;;;;144.0;Francis Estrada;1976-07-09;Cugvij Loop;65.0;Nodmigoz;41368.0;40.0;mitglied;Francis Estrada;;;;;;;
;;;;;;;;;;;;;;;145.0;Dora Simpson;1994-08-03;Voraz Turnpike;53.0;Kokfigor;57478.0;71.0;mitglied;Dora Simpson;;;;;;;
;;;;weiblich;;;;;;;;;;;146.0;Carrie Parsons;1968-04-06;Uzlat Way;65.0;Sezwoflol;58607.0;80.0;schriftfuehrer;Carrie Parsons;;;;;;;
;;;;weiblich;;;;;;;;;;;147.0;Kathryn Jensen;1973-04-15;Meeli View;59.0;Rakcezzaz;11256.0;93.0;mitglied;Kathryn Jensen;;;;;;;
;;;;;;;;;;;;;;;148.0;Douglas Nunez;1959-12-21;Rozkin Place;19.0;Zejvadmal;6728.0;38.0;mitglied;Douglas Nunez;;;;;;;
;;;;m;;;;;;;;;;;149.0;Stephen McKinney;1989-08-19;Ojwe Path;45.0;Fuhotni;43670.0;9.0;mitglied;Stephen McKinney;;;;;;;
;;;;w;;;;;;;;;;;150.0;Lettie Hughes;1961-07-29;Muvgog Path;21.0;Vapiriru;57658.0;65.0;trainer;Lettie Hughes;;;;;;;
;;;;;;;;;;;;;;;151.0;Louise Townsend;1993-10-02;Dojro Circle;50.0;Kujrakaz;96213.0;73.0;schriftfuehrer;Louise Townsend;;;;;;;
;;;;weiblich;;;;;;;;;;;152.0;Mario Jimenez;1958-10-19;Wuem Boulevard;27.0;Lifimov;2915.0;94.0;vorstand;Mario Jimenez;;;;;;;
;;;;maennlich;;;;;;;;;;;153.0;Lora Stokes;1988-01-14;Horsa Loop;22.0;Vetoprep;80215.0;59.0;trainer;Lora Stokes;;;;;;;
;;;;maennlich;;;;;;;;;;;154.0;Eliza Olson;1995-05-07;Munju Place;51.0;Wibewico;67256.0;54.0;trainer;Eliza Olson;;;;;;;
;;;;;;;;;;;;;;;155.0;Blanche Johnston;1995-04-13;Ikjo Lane;44.0;Nuhvewpa;16790.0;15.0;trainer;Blanche Johnston;;;;;;;
;;;;m;;;;;;;;;;;156.0;Scott Ellis;1971-10-21;Izole Drive;47.0;Guezihag;42535.0;74.0;trainer;Scott Ellis;;;;;;;
;;;;w;;;;;;;;;;;157.0;Devin Robinson;1978-12-16;Huler Ridge;40.0;Zitihuh;61273.0;34.0;schriftfuehrer;Devin Robinson;;;;;;;
;;;;m;;;;;;;;;;;158.0;Lillie Fernandez;1968-09-20;Gaguj Heights;37.0;Jeheve;62433.0;4.0;mitglied;Lillie Fernandez;;;;;;;
;;;;;;;;;;;;;;;159.0;Steven Harrison;2004-12-30;Vufluw Terrace;42.0;Ticulto;10435.0;71.0;trainer;Steven Harrison;;;;;;;
;;;;maennlich;;;;;;;;;;;160.0;Mollie Weaver;1989-08-30;Davji Turnpike;56.0;Altekdi;76170.0;72.0;trainer;Mollie Weaver;;;;;;;
;;;;weiblich;;;;;;;;;;;161.0;Martin Castro;1961-08-31;Zojlat Key;62.0;Buhogog;65534.0;14.0;vorstand;Martin Castro;;;;;;;
;;;;m;;;;;;;;;;;162.0;Earl Webster;1977-04-22;Alibe Park;44.0;Esuzeovu;57386.0;80.0;trainer;Earl Webster;;;;;;;
;;;;w;;;;;;;;;;;163.0;Amanda Glover;1977-11-06;Fuvu Road;24.0;Ijcicoj;22054.0;14.0;schriftfuehrer;Amanda Glover;;;;;;;
;;;;weiblich;;;;;;;;;;;164.0;Paul Henderson;2005-05-28;Fukfu View;50.0;Zajbikkan;80065.0;86.0;schriftfuehrer;Paul Henderson;;;;;;;
;;;;w;;;;;;;;;;;165.0;Christopher Joseph;1967-06-22;Asiba Heights;30.0;Peutegir;29985.0;30.0;schriftfuehrer;Christopher Joseph;;;;;;;
;;;;m;;;;;;;;;;;166.0;Micheal Mullins;1999-12-08;Javzef Point;55.0;Zoalga;73121.0;52.0;trainer;Micheal Mullins;;;;;;;
;;;;weiblich;;;;;;;;;;;167.0;Jared Rose;1988-10-23;Fafbes Way;26.0;Mihegza;;19.0;vorstand;Jared Rose;;;;;;;
;;;;;;;;;;;;;;;168.0;Alice Tran;1972-12-11;Zesasa Center;47.0;Henrotona;14763.0;63.0;mitglied;Alice Tran;;;;;;;
;;;;w;;;;;;;;;;;169.0;Bernice Hunter;1969-12-29;Lesev Path;43.0;Mojapa;94381.0;6.0;schriftfuehrer;Bernice Hunter;;;;;;;
;;;;maennlich;;;;;;;;;;;170.0;Katie Gonzalez;1985-01-13;Rare Trail;19.0;Porsidreh;28735.0;72.0;mitglied;Katie Gonzalez;;;;;;;
;;;;w;;;;;;;;;;;171.0;Sadie McKinney;1965-03-08;Liroso Glen;52.0;Nezebusih;26796.0;100.0;vorstand;Sadie McKinney;;;;;;;
;;;;weiblich;;;;;;;;;;;172.0;Hilda James;1993-02-11;Hutemu Highway;46.0;Lajebu;47916.0;67.0;trainer;Hilda James;;;;;;;
;;;;maennlich;;;;;;;;;;;173.0;Leona Parks;1972-04-01;Uhufo Lane;21.0;Rucavofeb;82562.0;81.0;vorstand;Leona Parks;;;;;;;
;;;;weiblich;;;;;;;;;;;174.0;Katie Padilla;1990-10-01;Ladja Ridge;26.0;Codumcic;71905.0;31.0;schriftfuehrer;Katie Padilla;;;;;;;
;;;;;;;;;;;;;;;175.0;Hattie Spencer;1992-12-15;Zipne Key;37.0;Namuadu;33829.0;62.0;trainer;Hattie Spencer;;;;;;;
;;;;m;;;;;;;;;;;176.0;Harold Poole;1969-02-26;Kodton River;27.0;Wewasogo;61113.0;65.0;mitglied;Harold Poole;;;;;;;
;;;;;;;;;;;;;;;177.0;Mattie Carlson;1999-02-11;Haklih Avenue;57.0;Abafifa;11009.0;51.0;mitglied;Mattie Carlson;;;;;;;
;;;;w;;;;;;;;;;;178.0;Juan Vargas;1978-08-08;Wufvij Square;38.0;Mutahev;42628.0;39.0;mitglied;Juan Vargas;;;;;;;
;;;;;;;;;;;;;;;179.0;Melvin Schneider;1974-07-17;Hejwap Grove;25.0;Acajudebo;57956.0;46.0;schriftfuehrer;Melvin Schneider;;;;;;;
;;;;;;;;;;;;;;;180.0;Garrett Estrada;1980-02-09;Weji Way;33.0;Kijonafu;82727.0;7.0;mitglied;Garrett Estrada;;;;;;;
